MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_PERFORMANCE,INCOME_TO_FEE_RATIO,DAYS_STAY,START_YEAR,START_MONTH,START_DAY,START_YEAR_AGE_COMBINED,TARGET
38.0,100000.0,M,M,324996.0,1.0,TYPE-B,57.0,1.0,QUARTERLY,3,0.3076960947211658,1408,2010,2,23,114570.0,1
27.0,429191.34,Unknown,M,1099992.0,2.0,TYPE-A,43.0,0.0,ANNUAL,2,0.39017678310387716,468,2012,9,20,86516.0,1
41.0,150000.0,M,F,399996.0,1.0,TYPE-B,54.0,1.0,MONTHLY,3,0.37500375003750036,1219,2010,8,31,108540.0,0
59.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,53.0,0.0,ANNUAL,0,0.1818195041418483,2169,2008,1,24,106424.0,0
12.0,100002.0,M,F,350004.0,1.0,TYPE-B,53.0,3.0,ANNUAL,1,0.28571673466588954,1027,2011,3,11,106583.0,0
18.0,100000.0,M,F,549996.0,6.0,TYPE-B,76.0,1.0,SEMI-ANNUAL,3,0.1818195041418483,1444,2010,1,18,152760.0,0
22.0,100000.44,M,M,499992.0,2.0,TYPE-A,67.0,3.0,ANNUAL,3,0.20000408006528106,174,2013,7,11,134871.0,0
17.0,124198.92,M,M,1200000.0,1.0,TYPE-A,50.0,3.0,MONTHLY,3,0.1034991,299,2013,3,8,100650.0,0
19.0,239999.94,Unknown,F,399996.0,2.0,TYPE-A,55.0,0.0,ANNUAL,2,0.6000058500585006,93,2013,9,30,110715.0,0
12.0,100000.0,M,M,799992.0,2.0,TYPE-B,43.0,2.0,ANNUAL,2,0.12500125001250012,656,2012,3,16,86516.0,1
35.0,100000.0,M,M,500004.0,1.0,TYPE-B,60.0,2.0,QUARTERLY,0,0.1999984000127999,1447,2010,1,15,120600.0,0
17.0,305043.4,Unknown,M,499992.0,2.0,TYPE-A,52.0,0.0,SEMI-ANNUAL,3,0.6100965615449848,276,2013,3,31,104676.0,1
90.0,221913.0,Unknown,M,1800000.0,1.0,TYPE-A,47.0,0.0,MONTHLY,2,0.123285,397,2012,11,30,94564.0,0
45.0,100000.0,M,F,174996.0,1.0,TYPE-B,40.0,3.0,ANNUAL,3,0.5714416329516103,1771,2009,2,25,80360.0,0
12.0,200000.0,M,M,2499996.0,2.0,TYPE-B,65.0,2.0,ANNUAL,2,0.0800001280002048,366,2012,12,31,130780.0,0
30.0,300000.0,M,F,650004.0,1.0,TYPE-B,65.0,2.0,ANNUAL,0,0.4615356213192534,1433,2010,1,29,130650.0,0
59.0,120000.96,M,M,249996.0,1.0,TYPE-B,24.0,2.0,MONTHLY,1,0.48001152018432297,1708,2009,4,29,48216.0,0
12.0,150000.0,Unknown,M,249996.0,1.0,TYPE-B,72.0,0.0,ANNUAL,0,0.6000096001536025,845,2011,9,9,144792.0,0
12.0,100000.8,M,M,699996.0,1.0,TYPE-B,37.0,1.0,MONTHLY,0,0.14285910205201172,1941,2008,9,8,74296.0,0
63.0,100005.72,Unknown,Unknown,549996.0,6.0,TYPE-B,62.0,0.0,MONTHLY,2,0.1818299042174852,1385,2010,3,18,124620.0,0
12.0,250000.0,M,F,600000.0,2.0,TYPE-B,39.0,1.0,ANNUAL,0,0.4166666666666667,551,2012,6,29,78468.0,1
76.0,199999.84,S,M,199992.0,2.0,TYPE-A,26.0,0.0,ANNUAL,3,1.0000392015680628,369,2012,12,28,52312.0,0
17.0,100000.0,S,M,500004.0,1.0,TYPE-B,27.0,0.0,SEMI-ANNUAL,1,0.1999984000127999,1952,2008,8,28,54216.0,1
26.0,100000.0,M,F,600000.0,1.0,TYPE-B,68.0,3.0,SEMI-ANNUAL,2,0.16666666666666666,1414,2010,2,17,136680.0,0
22.0,300000.28,M,F,3000000.0,1.0,TYPE-A,55.0,1.0,SEMI-ANNUAL,3,0.10000009333333335,86,2013,10,7,110715.0,0
27.0,100000.0,M,M,600000.0,1.0,TYPE-B,45.0,1.0,ANNUAL,3,0.16666666666666666,1363,2010,4,9,90450.0,0
32.0,149998.87,Unknown,M,549996.0,6.0,TYPE-A,75.0,0.0,ANNUAL,1,0.27272720165237563,254,2013,4,22,150975.0,0
17.0,180830.52,M,M,3999996.0,5.0,TYPE-A,41.0,2.0,MONTHLY,3,0.045207675207675206,558,2012,6,22,82492.0,0
22.0,322327.08,Unknown,M,1200000.0,2.0,TYPE-A,51.0,0.0,MONTHLY,3,0.2686059,44,2013,11,18,102663.0,0
88.0,102495.28,Unknown,M,3000000.0,2.0,TYPE-A,40.0,0.0,ANNUAL,1,0.034165093333333334,93,2013,9,30,80520.0,0
12.0,100000.0,M,F,219996.0,1.0,TYPE-B,30.0,2.0,ANNUAL,2,0.45455371915853016,1399,2010,3,4,60300.0,1
12.0,499999.99,M,M,2277996.0,2.0,TYPE-B,65.0,3.0,ANNUAL,2,0.21949116240766006,719,2012,1,13,130780.0,1
32.0,101814.16,Unknown,M,999996.0,2.0,TYPE-A,43.0,0.0,ANNUAL,1,0.10181456725826904,93,2013,9,30,86559.0,0
22.0,103090.1,Unknown,M,1500000.0,1.0,TYPE-A,52.0,0.0,ANNUAL,3,0.06872673333333333,140,2013,8,14,104676.0,0
22.0,100000.0,M,M,399996.0,1.0,TYPE-B,38.0,3.0,ANNUAL,1,0.25000250002500024,1643,2009,7,3,76342.0,0
85.0,173650.5,Unknown,F,999996.0,2.0,TYPE-A,55.0,0.0,ANNUAL,1,0.17365119460477843,733,2011,12,30,110605.0,0
32.0,101017.07,Unknown,M,3000000.0,1.0,TYPE-A,40.0,3.0,ANNUAL,2,0.03367235666666667,881,2011,8,4,80440.0,0
29.0,200000.0,M,M,900000.0,1.0,TYPE-B,65.0,3.0,SEMI-ANNUAL,3,0.2222222222222222,1252,2010,7,29,130650.0,0
12.0,300006.84,S,F,399996.0,5.0,TYPE-A,65.0,0.0,MONTHLY,2,0.7500246002460025,733,2011,12,30,130715.0,1
12.0,100000.0,S,M,308220.0,1.0,TYPE-B,23.0,0.0,ANNUAL,1,0.3244435792615664,1028,2011,3,10,46253.0,1
17.0,104284.07,W,F,549996.0,6.0,TYPE-A,61.0,0.0,ANNUAL,3,0.18960877897293799,219,2013,5,27,122793.0,0
12.0,500000.0,M,M,4999992.0,1.0,TYPE-B,59.0,3.0,ANNUAL,2,0.100000160000256,366,2012,12,31,118708.0,0
17.0,183572.76,M,M,199992.0,1.0,TYPE-A,40.0,3.0,MONTHLY,3,0.9179005160206408,93,2013,9,30,80520.0,0
81.0,149999.6,Unknown,M,1699992.0,1.0,TYPE-A,52.0,0.0,ANNUAL,2,0.08823547404928965,519,2012,7,31,104624.0,0
17.0,100000.0,M,M,249996.0,1.0,TYPE-B,67.0,2.0,QUARTERLY,0,0.4000064001024016,1526,2009,10,28,134603.0,0
26.0,100000.0,M,M,300000.0,1.0,TYPE-B,58.0,1.0,SEMI-ANNUAL,1,0.3333333333333333,1531,2009,10,23,116522.0,0
55.0,100000.0,S,F,1100004.0,1.0,TYPE-B,28.0,0.0,QUARTERLY,0,0.09090876033178061,1919,2008,9,30,56224.0,1
27.0,200000.0,M,M,799992.0,2.0,TYPE-A,48.0,1.0,ANNUAL,2,0.25000250002500024,276,2013,3,31,96624.0,0
40.0,150000.0,M,M,685320.0,1.0,TYPE-B,54.0,1.0,ANNUAL,0,0.2188758536158291,1286,2010,6,25,108540.0,0
12.0,100000.0,M,M,300000.0,1.0,TYPE-B,37.0,2.0,QUARTERLY,0,0.3333333333333333,2102,2008,3,31,74296.0,1
27.0,100000.0,M,M,350004.0,1.0,TYPE-B,50.0,3.0,ANNUAL,0,0.28571102044548063,1363,2010,4,9,100500.0,1
12.0,200000.0,M,M,399996.0,1.0,TYPE-B,44.0,1.0,QUARTERLY,1,0.5000050000500005,1317,2010,5,25,88440.0,0
12.0,180000.0,M,M,249996.0,2.0,TYPE-B,42.0,2.0,ANNUAL,1,0.7200115201843229,371,2012,12,26,84504.0,0
32.0,112296.96,M,M,499992.0,2.0,TYPE-A,51.0,2.0,MONTHLY,2,0.22459751356021698,442,2012,10,16,102612.0,0
43.0,120000.0,M,F,500004.0,5.0,TYPE-B,47.0,1.0,ANNUAL,3,0.23999808001535988,1337,2010,5,5,94470.0,1
12.0,100000.0,M,M,499992.0,2.0,TYPE-B,39.0,3.0,ANNUAL,1,0.2000032000512008,611,2012,4,30,78468.0,0
27.0,100000.0,M,M,399996.0,1.0,TYPE-B,42.0,1.0,ANNUAL,2,0.25000250002500024,1332,2010,5,10,84420.0,0
59.0,100000.0,S,M,399996.0,1.0,TYPE-B,24.0,0.0,ANNUAL,1,0.25000250002500024,1821,2009,1,6,48216.0,0
78.0,200000.08,Unknown,M,3499992.0,1.0,TYPE-A,55.0,0.0,ANNUAL,2,0.057143010612595684,33,2013,11,29,110715.0,0
33.0,500000.0,M,M,18000000.0,1.0,TYPE-B,62.0,3.0,ANNUAL,0,0.027777777777777776,1422,2010,2,9,124620.0,0
22.0,100000.8,M,M,900000.0,1.0,TYPE-B,37.0,3.0,MONTHLY,1,0.111112,855,2011,8,30,74407.0,1
48.0,100000.0,M,M,500004.0,1.0,TYPE-B,46.0,1.0,ANNUAL,0,0.1999984000127999,1386,2010,3,17,92460.0,0
19.0,140999.53,M,M,349992.0,2.0,TYPE-A,46.0,3.0,ANNUAL,0,0.40286500834304784,63,2013,10,30,92598.0,0
64.0,300000.0,S,M,999996.0,1.0,TYPE-B,29.0,0.0,ANNUAL,2,0.3000012000048,1342,2010,4,30,58290.0,0
22.0,100000.34,M,F,199992.0,1.0,TYPE-A,29.0,3.0,SEMI-ANNUAL,0,0.5000217008680347,366,2012,12,31,58348.0,1
27.0,115000.0,S,F,289992.0,1.0,TYPE-B,28.0,0.0,ANNUAL,3,0.396562663797622,1372,2010,3,31,56280.0,0
12.0,10000000.0,Unknown,M,549996.0,2.0,TYPE-B,17.0,0.0,ANNUAL,1,18.18195041418483,320,2013,2,15,34221.0,0
22.0,100000.0,S,M,300000.0,1.0,TYPE-B,22.0,0.0,ANNUAL,1,0.3333333333333333,1447,2010,1,15,44220.0,0
19.0,103999.93,M,M,499992.0,2.0,TYPE-A,39.0,1.0,ANNUAL,1,0.2080031880510088,43,2013,11,19,78507.0,0
12.0,150000.0,Unknown,M,549996.0,1.0,TYPE-B,52.0,0.0,ANNUAL,2,0.27272925621277244,1097,2010,12,31,104520.0,1
17.0,119999.88,M,F,300000.0,1.0,TYPE-B,34.0,3.0,MONTHLY,2,0.3999996,2102,2008,3,31,68272.0,0
38.0,200000.0,M,F,320004.0,1.0,TYPE-B,57.0,1.0,ANNUAL,0,0.6249921875976551,1343,2010,4,29,114570.0,0
78.0,168500.24,Unknown,M,699996.0,6.0,TYPE-A,63.0,0.0,ANNUAL,2,0.24071600409145194,352,2013,1,14,126819.0,0
32.0,122471.04,M,M,600000.0,2.0,TYPE-A,46.0,3.0,MONTHLY,2,0.20411839999999998,154,2013,7,31,92598.0,0
12.0,100000.0,M,F,125004.0,1.0,TYPE-B,47.0,3.0,ANNUAL,1,0.7999744008191738,2193,2007,12,31,94329.0,0
17.0,123918.82,M,F,549996.0,4.0,TYPE-A,60.0,3.0,SEMI-ANNUAL,3,0.22530858406242957,111,2013,9,12,120780.0,0
12.0,100000.0,M,M,199992.0,1.0,TYPE-B,46.0,2.0,ANNUAL,1,0.500020000800032,1699,2009,5,8,92414.0,0
32.0,297270.24,M,M,999996.0,1.0,TYPE-A,38.0,2.0,MONTHLY,3,0.29727142908571635,33,2013,11,29,76494.0,0
12.0,100000.0,M,M,350004.0,1.0,TYPE-B,47.0,2.0,ANNUAL,2,0.28571102044548063,1737,2009,3,31,94423.0,1
27.0,100000.0,M,M,279996.0,1.0,TYPE-B,40.0,2.0,ANNUAL,3,0.3571479592565608,1405,2010,2,26,80400.0,0
75.0,100019.88,Unknown,M,1249992.0,1.0,TYPE-A,33.0,3.0,MONTHLY,0,0.08001641610506308,76,2013,10,17,66429.0,0
9.0,101416.0,M,F,450000.0,1.0,TYPE-B,43.0,2.0,SEMI-ANNUAL,1,0.2253688888888889,1766,2009,3,2,86387.0,0
27.0,137304.22,M,M,699996.0,2.0,TYPE-A,47.0,3.0,SEMI-ANNUAL,1,0.1961500065714661,135,2013,8,19,94611.0,0
63.0,100000.0,M,M,300000.0,1.0,TYPE-B,30.0,2.0,ANNUAL,1,0.3333333333333333,1372,2010,3,31,60300.0,0
17.0,119996.04,M,F,300000.0,2.0,TYPE-A,59.0,2.0,MONTHLY,2,0.3999868,337,2013,1,29,118767.0,0
17.0,100000.0,M,F,500004.0,1.0,TYPE-B,48.0,2.0,ANNUAL,2,0.1999984000127999,1738,2009,3,30,96432.0,0
17.0,119995.44,M,M,2400000.0,1.0,TYPE-A,41.0,2.0,MONTHLY,3,0.049998100000000004,111,2013,9,12,82533.0,0
17.0,100000.0,M,M,350004.0,1.0,TYPE-B,39.0,3.0,ANNUAL,1,0.28571102044548063,2137,2008,2,25,78312.0,1
22.0,103089.26,S,M,2499996.0,1.0,TYPE-A,34.0,0.0,SEMI-ANNUAL,3,0.04123576997723196,124,2013,8,30,68442.0,0
12.0,100000.99,M,M,300000.0,1.0,TYPE-B,51.0,1.0,ANNUAL,0,0.33333663333333335,1091,2011,1,6,102561.0,0
29.0,100000.0,M,M,249996.0,1.0,TYPE-B,66.0,1.0,SEMI-ANNUAL,2,0.4000064001024016,1416,2010,2,15,132660.0,0
71.0,200000.0,S,F,1023276.0,1.0,TYPE-B,21.0,0.0,ANNUAL,2,0.1954506897454841,1206,2010,9,13,42210.0,1
92.0,126646.08,Unknown,M,1500000.0,1.0,TYPE-A,44.0,0.0,MONTHLY,3,0.08443072,62,2013,10,31,88572.0,0
23.0,250000.0,M,M,3999996.0,1.0,TYPE-B,62.0,1.0,ANNUAL,1,0.0625000625000625,1752,2009,3,16,124558.0,0
17.0,189352.8,M,M,549996.0,6.0,TYPE-A,61.0,3.0,MONTHLY,0,0.34428032203870573,154,2013,7,31,122793.0,0
17.0,105136.92,M,F,180000.0,2.0,TYPE-A,36.0,2.0,MONTHLY,1,0.584094,239,2013,5,7,72468.0,0
48.0,100000.0,M,M,300000.0,5.0,TYPE-B,37.0,3.0,ANNUAL,0,0.3333333333333333,2164,2008,1,29,74296.0,1
12.0,120000.96,M,M,600000.0,1.0,TYPE-B,28.0,1.0,MONTHLY,2,0.2000016,894,2011,7,22,56308.0,0
87.0,100000.1,Unknown,F,499992.0,2.0,TYPE-A,43.0,0.0,ANNUAL,1,0.20000340005440087,222,2013,5,24,86559.0,0
30.0,120000.0,M,M,300000.0,1.0,TYPE-B,64.0,1.0,MONTHLY,1,0.4,1471,2009,12,22,128576.0,0
32.0,119999.88,M,M,99996.0,1.0,TYPE-A,62.0,2.0,MONTHLY,3,1.200046801872075,369,2012,12,28,124744.0,1
28.0,295781.08,M,M,1999992.0,2.0,TYPE-A,37.0,2.0,ANNUAL,0,0.14789113156452627,519,2012,7,31,74444.0,0
17.0,125722.96,S,F,540000.0,1.0,TYPE-A,25.0,0.0,SEMI-ANNUAL,3,0.2328202962962963,55,2013,11,7,50325.0,0
38.0,100000.0,M,M,600000.0,1.0,TYPE-B,57.0,1.0,ANNUAL,0,0.16666666666666666,1286,2010,6,25,114570.0,0
44.0,100000.0,M,F,300000.0,1.0,TYPE-B,51.0,3.0,ANNUAL,2,0.3333333333333333,1372,2010,3,31,102510.0,0
17.0,110002.26,M,M,2499996.0,2.0,TYPE-A,49.0,1.0,ANNUAL,1,0.04400097440155904,276,2013,3,31,98637.0,0
27.0,100000.0,M,M,275004.0,1.0,TYPE-B,38.0,1.0,ANNUAL,3,0.3636310744570988,1395,2010,3,8,76380.0,0
12.0,100000.0,M,M,2000004.0,5.0,TYPE-B,40.0,2.0,ANNUAL,1,0.0499999000002,1806,2009,1,21,80360.0,0
27.0,119995.8,M,M,799992.0,2.0,TYPE-A,34.0,1.0,MONTHLY,1,0.14999624996249963,519,2012,7,31,68408.0,1
17.0,125000.0,M,M,999996.0,1.0,TYPE-B,48.0,3.0,ANNUAL,0,0.125000500002,2240,2007,11,14,96336.0,0
29.0,100000.0,W,F,300000.0,1.0,TYPE-B,56.0,0.0,ANNUAL,0,0.3333333333333333,2018,2008,6,23,112448.0,1
9.0,100000.0,M,M,399996.0,1.0,TYPE-B,28.0,2.0,ANNUAL,0,0.25000250002500024,1815,2009,1,12,56252.0,1
12.0,500000.0,Unknown,M,1999992.0,2.0,TYPE-B,55.0,3.0,ANNUAL,3,0.250001000004,276,2013,3,31,110715.0,0
12.0,500010.0,S,M,999996.0,1.0,TYPE-B,51.0,0.0,ANNUAL,1,0.5000120000480002,1020,2011,3,18,102561.0,1
17.0,123706.92,M,M,549996.0,6.0,TYPE-A,67.0,1.0,MONTHLY,3,0.22492330853315295,103,2013,9,20,134871.0,0
27.0,100000.0,M,M,399996.0,1.0,TYPE-B,29.0,1.0,ANNUAL,1,0.25000250002500024,1399,2010,3,4,58290.0,1
12.0,500000.0,Unknown,M,999996.0,2.0,TYPE-B,57.0,0.0,ANNUAL,2,0.500002000008,672,2012,2,29,114684.0,0
22.0,119999.95,M,M,739992.0,1.0,TYPE-A,49.0,1.0,ANNUAL,3,0.1621638477172726,78,2013,10,15,98637.0,0
12.0,100000.0,S,M,650004.0,1.0,TYPE-B,23.0,0.0,SEMI-ANNUAL,0,0.1538452071064178,1345,2010,4,27,46230.0,1
17.0,199983.49,W,F,300000.0,2.0,TYPE-A,59.0,0.0,ANNUAL,0,0.6666116333333333,277,2013,3,30,118767.0,0
71.0,200000.0,S,F,1023264.0,1.0,TYPE-B,21.0,0.0,ANNUAL,2,0.19545298183069082,1219,2010,8,31,42210.0,0
22.0,104500.92,M,M,2150004.0,1.0,TYPE-B,35.0,2.0,MONTHLY,1,0.0486049886418816,1058,2011,2,8,70385.0,0
17.0,180000.12,M,M,549996.0,6.0,TYPE-A,61.0,2.0,MONTHLY,3,0.3272753256387319,219,2013,5,27,122793.0,0
12.0,100000.0,M,F,260004.0,1.0,TYPE-B,58.0,2.0,SEMI-ANNUAL,1,0.38460946754665315,1888,2008,10,31,116464.0,0
27.0,500005.62,M,M,999996.0,2.0,TYPE-A,44.0,2.0,ANNUAL,1,0.5000076200304802,276,2013,3,31,88572.0,0
17.0,100000.8,S,M,500004.0,1.0,TYPE-B,28.0,0.0,MONTHLY,3,0.2,2162,2008,1,31,56224.0,0
17.0,104128.28,M,F,219996.0,2.0,TYPE-A,64.0,3.0,SEMI-ANNUAL,2,0.4733189694358079,69,2013,10,24,128832.0,0
37.0,200000.0,M,M,1200000.0,1.0,TYPE-B,57.0,2.0,ANNUAL,2,0.16666666666666666,1290,2010,6,21,114570.0,0
12.0,150000.0,M,M,600000.0,2.0,TYPE-B,44.0,2.0,ANNUAL,2,0.25,644,2012,3,28,88528.0,1
27.0,110000.0,M,M,660000.0,1.0,TYPE-B,38.0,1.0,ANNUAL,1,0.16666666666666666,1413,2010,2,18,76380.0,1
17.0,100000.0,M,F,279996.0,1.0,TYPE-B,54.0,3.0,ANNUAL,0,0.3571479592565608,1457,2010,1,5,108540.0,0
62.0,300000.59,M,M,1800000.0,1.0,TYPE-A,42.0,2.0,ANNUAL,2,0.16666699444444447,287,2013,3,20,84546.0,0
12.0,200000.0,M,F,799992.0,2.0,TYPE-B,40.0,3.0,ANNUAL,1,0.25000250002500024,366,2012,12,31,80480.0,0
71.0,300001.31,M,M,900000.0,2.0,TYPE-A,34.0,2.0,ANNUAL,1,0.3333347888888889,246,2013,4,30,68442.0,0
22.0,103089.01,M,F,379992.0,2.0,TYPE-A,52.0,1.0,ANNUAL,2,0.2712925798437862,93,2013,9,30,104676.0,0
22.0,119998.32,M,M,1560000.0,1.0,TYPE-A,50.0,1.0,MONTHLY,2,0.076922,149,2013,8,5,100650.0,1
12.0,150000.0,Unknown,F,549996.0,1.0,TYPE-B,45.0,0.0,ANNUAL,2,0.27272925621277244,1097,2010,12,31,90450.0,1
87.0,134662.25,Unknown,F,922392.0,1.0,TYPE-A,41.0,0.0,ANNUAL,1,0.14599243055013486,946,2011,5,31,82451.0,0
17.0,115703.41,M,M,999996.0,2.0,TYPE-A,44.0,1.0,ANNUAL,0,0.11570387281549127,642,2012,3,30,88528.0,0
45.0,100000.0,M,M,999996.0,1.0,TYPE-B,49.0,1.0,ANNUAL,2,0.1000004000016,1433,2010,1,29,98490.0,1
12.0,100000.0,M,M,390000.0,1.0,TYPE-B,40.0,1.0,ANNUAL,1,0.2564102564102564,1450,2010,1,12,80400.0,1
17.0,113316.53,M,M,3000000.0,1.0,TYPE-A,40.0,1.0,ANNUAL,1,0.037772176666666664,232,2013,5,14,80520.0,0
43.0,200000.0,M,M,791664.0,1.0,TYPE-B,51.0,1.0,ANNUAL,2,0.2526324299197639,1274,2010,7,7,102510.0,1
27.0,160000.0,Unknown,Unknown,549996.0,6.0,TYPE-B,64.0,0.0,SEMI-ANNUAL,2,0.2909112066269573,1351,2010,4,21,128640.0,1
12.0,100000.0,M,M,549996.0,6.0,TYPE-B,62.0,3.0,ANNUAL,1,0.1818195041418483,489,2012,8,30,124744.0,1
22.0,103089.97,M,M,3000000.0,1.0,TYPE-A,52.0,3.0,ANNUAL,2,0.034363323333333334,187,2013,6,28,104676.0,0
70.0,140000.96,Unknown,M,399996.0,1.0,TYPE-A,63.0,2.0,SEMI-ANNUAL,1,0.35000590005900056,448,2012,10,10,126756.0,1
32.0,221026.61,M,M,799992.0,1.0,TYPE-A,49.0,2.0,ANNUAL,1,0.2762860253602536,337,2013,1,29,98637.0,0
27.0,750000.0,M,M,9999996.0,1.0,TYPE-B,38.0,1.0,ANNUAL,0,0.075000030000012,1444,2010,1,18,76380.0,1
27.0,100000.0,W,F,500004.0,1.0,TYPE-B,46.0,0.0,SEMI-ANNUAL,0,0.1999984000127999,1219,2010,8,31,92460.0,0
65.0,100513.55,M,F,312816.0,1.0,TYPE-A,40.0,2.0,ANNUAL,2,0.3213184427906501,1066,2011,1,31,80440.0,1
12.0,150000.0,M,F,168756.0,1.0,TYPE-B,42.0,2.0,ANNUAL,2,0.8888572850743085,701,2012,1,31,84504.0,1
27.0,235416.6,Unknown,F,499992.0,2.0,TYPE-A,45.0,0.0,MONTHLY,1,0.4708407334517352,533,2012,7,17,90540.0,1
31.0,100000.0,M,M,275004.0,1.0,TYPE-B,44.0,3.0,ANNUAL,2,0.3636310744570988,2143,2008,2,19,88352.0,0
17.0,263977.44,M,F,799992.0,1.0,TYPE-A,46.0,1.0,MONTHLY,3,0.32997509975099754,366,2012,12,31,92552.0,0
12.0,1999999.99,M,M,3251520.0,2.0,TYPE-B,51.0,1.0,ANNUAL,1,0.6150969362021455,646,2012,3,26,102612.0,1
92.0,101550.0,Unknown,M,399996.0,1.0,TYPE-A,39.0,0.0,ANNUAL,0,0.25387753877538777,916,2011,6,30,78429.0,1
17.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,38.0,2.0,ANNUAL,2,0.1818195041418483,1456,2010,1,6,76380.0,0
12.0,996542.0,M,M,1500000.0,2.0,TYPE-B,29.0,1.0,ANNUAL,1,0.6643613333333334,276,2013,3,31,58377.0,0
9.0,100000.0,M,M,350004.0,1.0,TYPE-B,47.0,3.0,SEMI-ANNUAL,0,0.28571102044548063,1799,2009,1,28,94423.0,1
41.0,100000.0,M,M,600000.0,1.0,TYPE-B,43.0,3.0,SEMI-ANNUAL,1,0.16666666666666666,2102,2008,3,31,86344.0,0
100.0,101316.84,Unknown,M,585996.0,2.0,TYPE-A,39.0,0.0,MONTHLY,1,0.1728968115823316,433,2012,10,25,78468.0,0
12.0,350000.0,M,F,1050000.0,2.0,TYPE-B,30.0,2.0,ANNUAL,0,0.3333333333333333,649,2012,3,23,60360.0,1
42.0,221000.0,M,M,900000.0,1.0,TYPE-B,42.0,1.0,ANNUAL,0,0.24555555555555555,1576,2009,9,8,84378.0,1
63.0,100000.34,M,M,699996.0,2.0,TYPE-A,42.0,3.0,SEMI-ANNUAL,1,0.14285844490539945,276,2013,3,31,84546.0,1
86.0,100016.17,Unknown,M,420000.0,1.0,TYPE-A,44.0,0.0,ANNUAL,1,0.23813373809523808,618,2012,4,23,88528.0,0
12.0,100002.0,M,M,120000.0,1.0,TYPE-B,60.0,3.0,ANNUAL,2,0.83335,1143,2010,11,15,120600.0,0
34.0,108000.0,W,F,350004.0,1.0,TYPE-B,60.0,0.0,ANNUAL,0,0.30856790208111906,1189,2010,9,30,120600.0,1
12.0,120000.96,S,F,180000.0,1.0,TYPE-B,25.0,0.0,MONTHLY,0,0.666672,1814,2009,1,13,50225.0,1
27.0,100000.0,M,M,500004.0,1.0,TYPE-B,33.0,2.0,SEMI-ANNUAL,2,0.1999984000127999,2133,2008,2,29,66264.0,0
57.0,100000.8,S,M,380004.0,1.0,TYPE-B,26.0,0.0,MONTHLY,1,0.26315722992389556,2102,2008,3,31,52208.0,0
12.0,125000.0,Unknown,M,549996.0,6.0,TYPE-B,67.0,3.0,ANNUAL,0,0.2272743801773104,276,2013,3,31,134871.0,0
17.0,103999.9,M,F,249996.0,2.0,TYPE-A,56.0,1.0,SEMI-ANNUAL,2,0.41600625610009756,138,2013,8,16,112728.0,0
12.0,100000.0,Unknown,M,499992.0,2.0,TYPE-B,54.0,2.0,ANNUAL,0,0.2000032000512008,286,2013,3,21,108702.0,0
17.0,250000.0,M,M,2000004.0,1.0,TYPE-B,51.0,2.0,ANNUAL,1,0.1249997500005,1377,2010,3,26,102510.0,0
47.0,120000.0,S,M,560004.0,1.0,TYPE-B,37.0,0.0,SEMI-ANNUAL,0,0.21428418368440225,1940,2008,9,9,74296.0,0
17.0,100000.0,M,F,500004.0,1.0,TYPE-B,44.0,2.0,SEMI-ANNUAL,0,0.1999984000127999,1755,2009,3,13,88396.0,1
17.0,100000.0,M,M,174996.0,1.0,TYPE-B,34.0,3.0,SEMI-ANNUAL,0,0.5714416329516103,1960,2008,8,20,68272.0,1
22.0,100875.0,S,M,500004.0,1.0,TYPE-B,24.0,0.0,SEMI-ANNUAL,1,0.2017483860129119,1811,2009,1,16,48216.0,0
49.0,100000.0,M,F,500004.0,1.0,TYPE-B,35.0,2.0,QUARTERLY,1,0.1999984000127999,1491,2009,12,2,70315.0,0
50.0,112967.0,M,M,999996.0,1.0,TYPE-B,45.0,2.0,ANNUAL,3,0.11296745186980747,1372,2010,3,31,90450.0,1
41.0,100000.0,M,M,2160000.0,1.0,TYPE-B,54.0,2.0,ANNUAL,0,0.046296296296296294,1219,2010,8,31,108540.0,0
17.0,123703.32,Unknown,F,810000.0,1.0,TYPE-A,42.0,0.0,MONTHLY,3,0.15272014814814816,277,2013,3,30,84546.0,1
57.0,100002.99,M,M,499992.0,1.0,TYPE-A,47.0,2.0,ANNUAL,1,0.20000918014688235,54,2013,11,8,94611.0,0
12.0,100000.0,M,M,450000.0,2.0,TYPE-B,45.0,1.0,ANNUAL,1,0.2222222222222222,322,2013,2,13,90585.0,0
48.0,400000.0,M,M,500004.0,1.0,TYPE-B,47.0,3.0,ANNUAL,2,0.7999936000511996,1407,2010,2,24,94470.0,0
23.0,100000.0,M,F,2205432.0,1.0,TYPE-B,72.0,1.0,ANNUAL,2,0.045342590476605035,1433,2010,1,29,144720.0,0
68.0,120000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,42.0,1.0,MONTHLY,2,0.21818340497021796,1315,2010,5,27,84420.0,1
